name,national_team,club,POSITION,CLUB NUMBER,NATIONAL TEAM NUMBER,COUNTRY OF BIRTH,DATE OF BIRTH,Matches played,Minutes played,Goals,Saves,Clean sheets,Passing accuracy (%),Top speed (km/h),Distance covered (km),Yellow cards,Red cards,Saves from direct free-kicks,Saves from indirect free-kicks,Saves from penalties,Goals conceded,Claims,High claims,Low claims,Punches made,Penalties scored,Balls recovered,Blocks,Own goals conceded,Penalties conceded,Clearances completed,Attempts conceded on target,Passes completed,Short passes completed,Medium passes completed,Long passes completed,Backward passes completed,Passes completed to left,Passes completed to right,Crossing accuracy (%),Crosses completed,Free-kicks taken,Times in possession,Passes into attacking third,Passes into key play area,Passes into penalty area,Right foot,Left foot,Head,Other,Assists,Clear chances,Penalties missed,Penalties awarded,Corners taken,Offsides,Dribbles,Runs into attacking third,Runs into key play area,Runs into penalty area,Fouls committed,Fouls committed in defensive third,Fouls committed in own half,Fouls suffered
ANDRIJA ŽIVKOVIĆ,Serbia,PAOK,Forward,,,,11/7/1996 (27),3,246,0,,,84%,33.3,28.22,0,0,,,,,,,,,0,6,0,0,0,4/4,0,98/115,22/30,68/75,8/10,37/40,36/40,7/7,46.16%,6/13,0,163,9,6,11,0,0,0,0,0,0,0,0,0,1,4,2,4,1,1,0,1,0
ALEKSANDAR MITROVIĆ,Serbia,Al-Hilal,Forward,,,,16/9/1994 (29),3,241,0,,,75.67%,30.2,26.54,1,0,,,,,,,,,0,2,0,0,0,2/2,0,40/51,12/16,27/33,1/2,10/10,13/13,12/17,0%,0/0,1,92,7,5,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,2,0,0,6
SAŠA LUKIĆ,Serbia,Fulham,Midfielder,,,,13/8/1996 (27),3,212,0,,,95.67%,33.21,26.88,1,0,,,,,,,,,0,15,0,0,0,3/3,0,142/149,24/25,111/113,7/11,26/26,45/46,46/47,0%,0/1,4,175,9,4,1,0,0,0,0,0,0,0,0,0,0,2,5,5,0,3,1,2,2
IVAN ILIĆ,Serbia,Torino,Midfielder,,,,17/3/2001 (23),3,202,0,,,95.34%,32.6,26.61,0,0,,,,,,,,,0,15,2,0,0,1/2,0,137/144,32/34,93/98,12/12,26/26,47/47,41/43,50%,2/4,2,169,14,4,2,0,0,0,0,1,0,0,0,1,0,1,2,2,0,2,0,2,3
DUŠAN VLAHOVIĆ,Serbia,Juventus,Forward,,,,28/1/2000 (24),3,177,0,,,56.67%,32.3,20.38,0,0,,,,,,,,,0,1,0,0,0,1/1,0,17/29,4/8,12/19,1/2,4/6,5/11,5/9,0%,0/0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1
DUŠAN TADIĆ,Serbia,Fenerbahçe,Forward,,,,20/11/1988 (35),3,156,0,,,79.34%,28.4,20.23,1,0,,,,,,,,,0,3,0,0,0,3/3,0,69/86,26/29,36/43,7/14,20/21,26/37,6/7,33.34%,5/15,2,109,5,3,7,0,0,0,0,0,0,0,0,8,0,4,4,6,1,1,0,1,4
SERGEJ MILINKOVIĆ-SAVIĆ,Serbia,Al-Hilal,Midfielder,,,,27/2/1995 (29),3,119,0,,,85.67%,27.8,18.01,0,0,,,,,,,,,0,3,0,0,0,1/2,0,65/74,15/16,41/48,9/10,15/15,19/19,19/20,50%,2/4,0,98,8,4,4,0,0,0,0,0,0,0,0,0,0,1,3,5,1,4,1,3,0
FILIP MLADENOVIĆ,Serbia,Panathinaikos,Defender,,,,15/8/1991 (32),3,109,0,,,79.67%,32.9,14.34,1,0,,,,,,,,,0,1,0,0,0,1/2,0,36/45,15/20,21/23,0/2,16/17,1/1,11/16,0%,0/7,2,71,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3
LUKA JOVIĆ,Serbia,Milan,Forward,,,,23/12/1997 (26),3,100,1,,,84.34%,33.71,11.37,1,0,,,,,,,,,0,1,0,0,0,0/0,0,15/18,4/5,11/13,0/0,3/3,5/6,4/5,0%,0/1,0,28,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,4,1,1,1
NEMANJA GUDELJ,Serbia,Sevilla,Midfielder,,,,16/11/1991 (32),2,90,0,,,96.5%,26.6,11.42,1,0,,,,,,,,,0,3,0,0,0,2/2,0,60/62,13/14,40/40,7/8,9/9,12/14,18/18,0%,0/0,2,69,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1
SRDJAN MIJAILOVIĆ,Serbia,Crvena zvezda,Midfielder,,,,10/11/1993 (30),1,73,0,,,60%,32.9,8.66,0,0,,,,,,,,,0,4,0,0,0,2/3,0,12/20,1/2,9/14,2/4,6/6,4/8,0/0,33.34%,1/3,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAZAR VUJADIN SAMARDŽIĆ,Serbia,Udinese,Midfielder,,,,24/2/2002 (22),2,53,0,,,91.5%,30.2,7.86,0,0,,,,,,,,,0,0,0,0,0,0/0,0,14/15,2/2,8/9,4/4,8/8,1/1,4/4,0%,0/4,0,24,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MIJAT GAĆINOVIĆ,Serbia,AEK Athens,Midfielder,,,,08/2/1995 (29),1,45,0,,,81%,30.3,5.92,1,0,,,,,,,,,0,2,0,0,0,1/1,0,13/16,2/3,8/10,3/3,2/2,3/3,7/10,0%,0/3,0,31,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
FILIP KOSTIĆ,Serbia,Juventus,Forward,,,,01/11/1992 (31),1,43,0,,,75%,30.8,4.38,0,0,,,,,,,,,0,1,0,0,0,1/1,0,6/8,3/4,3/4,0/0,3/3,1/1,2/3,0%,0/3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VELJKO BIRMANČEVIĆ,Serbia,Sparta Praha,Midfielder,,,,05/3/1998 (26),2,25,0,,,83.5%,30.4,3.99,0,0,,,,,,,,,0,0,0,0,0,0/0,0,8/9,3/3,4/4,1/2,1/1,0/0,3/3,0%,0/5,2,22,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
NEMANJA STOJIĆ,Serbia,TSC,Defender,,,,15/1/1998 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETAR RATKOV,Serbia,Salzburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ĐORĐE PETROVIĆ,Serbia,Chelsea,Goalkeeper,,,,08/10/1999 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANJA MILINKOVIĆ-SAVIĆ,Serbia,Torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEMANJA MAKSIMOVIĆ,Serbia,Getafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRĐAN BABIĆ,Serbia,Spartak Moskva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UROŠ SPAJIĆ,Serbia,Crvena zvezda,Defender,,,,13/2/1993 (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JURAJ KUCKA,Slovakia,Slovan Bratislava,Midfielder,,,,26/2/1987 (37),3,270,0,,,80.34%,31.8,34.02,0,0,,,,,,,,,0,7,1,0,0,0/2,0,79/97,28/34,47/53,4/10,25/27,23/26,15/16,100%,2/2,1,129,7,3,3,0,0,0,0,2,0,0,0,0,0,1,2,0,1,2,1,1,3
STANISLAV LOBOTKA,Slovakia,Napoli,Midfielder,,,,25/11/1994 (29),3,270,0,,,93%,32.9,34.28,0,0,,,,,,,,,0,20,0,0,0,2/3,0,172/184,36/38,122/130,14/16,39/39,54/57,46/49,0%,0/0,4,206,12,5,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,1,0,0,4
DENIS VAVRO,Slovakia,Copenhagen,Defender,,,,10/4/1996 (28),3,270,0,,,83.67%,32.71,30.32,0,0,,,,,,,,,0,14,3,0,0,11/11,0,165/197,17/19,122/131,26/47,16/16,89/92,13/14,0%,0/2,5,226,17,4,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,2
MILAN ŠKRINIAR,Slovakia,Paris,Defender,,,,11/2/1995 (29),3,270,0,,,94%,30.9,30.5,0,0,,,,,,,,,0,20,2,0,0,5/9,0,205/219,39/39,150/155,16/25,14/14,29/29,85/87,0%,0/0,12,244,9,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,6
MARTIN DÚBRAVKA,Slovakia,Newcastle,Goalkeeper,,,,15/1/1989 (35),3,270,0,12,1,74.67%,28.8,15.39,0,0,1,0,0,3,7,2,5,2,0,0,0,0,0,3/3,15,87/118,6/6,66/67,15/45,0/0,27/28,27/29,0%,0/0,11,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PETER PEKARÍK,Slovakia,Hertha,Defender,,,,30/10/1986 (37),3,269,0,,,92%,31.4,33.24,0,0,,,,,,,,,0,16,3,0,0,3/5,0,66/73,19/22,43/45,4/6,24/24,19/21,2/3,40%,2/5,0,129,5,2,3,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2
DÁVID HANCKO,Slovakia,Feyenoord,Defender,,,,13/12/1997 (26),3,247,0,,,69%,32.21,26.84,0,0,,,,,,,,,0,14,1,0,1,3/6,0,74/108,18/27,50/67,6/14,21/21,1/1,25/34,11.12%,1/9,3,178,8,4,3,0,0,0,0,0,0,0,0,0,1,2,7,2,0,3,2,2,3
IVAN SCHRANZ,Slovakia,Slavia Praha,Forward,,,,13/9/1993 (30),3,245,2,,,83.34%,31.6,26.13,1,0,,,,,,,,,0,4,0,0,0,1/3,0,50/60,18/20,31/36,1/4,18/18,16/18,6/6,0%,0/4,0,90,4,5,2,1,0,1,0,0,1,0,0,0,1,2,1,3,0,4,0,0,2
ONDREJ DUDA,Slovakia,Verona,Midfielder,,,,05/12/1994 (29),3,238,1,,,86.34%,30.3,29.83,1,0,,,,,,,,,0,8,1,0,0,1/2,0,116/136,29/33,78/92,9/11,55/55,21/25,27/33,12.5%,1/8,1,174,12,7,1,0,0,1,0,0,0,0,0,6,0,3,4,5,0,7,1,2,3
LUKÁŠ HARASLÍN,Slovakia,Sparta Praha,,,,,26/5/1996 (28),3,207,0,,,83%,32.5,22.8,0,0,,,,,,,,,0,4,0,0,0,1/1,0,43/52,17/22,23/27,3/3,14/15,7/8,19/23,50%,5/10,2,84,1,2,5,0,0,0,0,1,0,0,0,6,1,5,4,5,8,1,0,0,5
RÓBERT BOŽENÍK,Slovakia,Boavista,Forward,,,,18/11/1999 (24),3,150,0,,,71.67%,29,17.68,0,0,,,,,,,,,0,2,0,0,0,0/2,0,16/23,7/12,7/9,2/2,6/8,1/2,7/9,0%,0/2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1
DAVID STRELEC,Slovakia,Slovan Bratislava,Forward,,,,04/4/2001 (23),3,120,0,,,61.67%,31.4,15.34,0,0,,,,,,,,,0,0,0,0,0,0/0,0,17/28,8/12,9/16,0/0,6/8,9/12,1/4,0%,0/0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,1,0
TOMÁŠ SUSLOV,Slovakia,Verona,,,,,07/6/2002 (22),3,63,0,,,65%,33.5,8.65,0,0,,,,,,,,,0,2,0,0,0,0/0,0,9/14,3/7,5/6,1/1,5/6,1/1,2/4,50%,3/6,1,38,0,0,2,0,0,0,0,0,0,0,0,2,0,5,1,2,2,0,0,0,2
LÁSZLÓ BÉNES,Slovakia,Hamburg,Midfielder,,,,09/9/1997 (26),1,30,0,,,100%,27.9,4.21,0,0,,,,,,,,,0,1,0,0,0,2/2,0,16/16,5/5,10/10,1/1,6/6,4/4,4/4,33.34%,1/3,1,23,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ADAM OBERT,Slovakia,Cagliari,,,,,23/8/2002 (21),2,24,0,,,90.5%,29.7,3.93,0,0,,,,,,,,,0,1,0,0,0,0/1,0,19/23,2/4,17/17,0/2,3/3,0/0,5/6,0%,0/1,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0
DÁVID ĎURIŠ,Slovakia,Ascoli,Forward,,,,22/3/1999 (25),2,21,0,,,25%,29.2,3.46,0,0,,,,,,,,,0,0,0,0,0,0/0,0,1/2,0/0,0/1,1/1,0/0,1/1,0/0,0%,0/0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEO SAUER,Slovakia,Feyenoord,Forward,,,,16/12/2005 (18),1,4,0,,,0%,29.1,1.18,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NORBERT GYÖMBÉR,Slovakia,Salernitana,Defender,,,,03/7/1992 (31),1,1,0,,,0%,29.7,0.26,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATÚŠ BERO,Slovakia,Bochum,Midfielder,,,,06/9/1995 (28),1,1,0,,,100%,23.4,0.29,0,0,,,,,,,,,0,0,0,0,0,0/0,0,2/2,1/1,1/1,0/0,0/0,2/2,0/0,0%,0/0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HENRICH RAVAS,Slovakia,New England Revolution,Goalkeeper,,,,16/8/1997 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEBASTIÁN KÓŠA,Slovakia,Spartak Trnava,Defender,,,,13/9/2003 (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMÁŠ RIGO,Slovakia,Slavia Praha,Midfielder,,,,03/7/2002 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERNON DE MARCO,Slovakia,Hatta Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAREK RODÁK,Slovakia,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ĽUBOMÍR TUPTA,Slovakia,Liberec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRIK HROŠOVSKÝ,Slovakia,Genk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŽAN KARNIČNIK,Slovenia,Celje,Defender,,,,18/9/1994 (29),3,270,1,,,77.67%,33.3,32.04,0,0,,,,,,,,,0,23,2,0,0,9/9,0,100/129,31/39,59/71,10/19,28/28,40/47,3/4,20%,1/5,0,180,8,7,1,1,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,1,2
VANJA DRKUŠIĆ,Slovenia,Sochi,Defender,,,,30/10/1999 (24),3,270,0,,,85.67%,32.9,28.45,0,0,,,,,,,,,0,15,1,0,0,11/13,0,67/78,7/8,49/55,11/15,14/14,25/25,15/15,100%,1/1,1,104,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,1
ADAM GNEZDA ČERIN,Slovenia,Panathinaikos,Midfielder,,,,16/7/1999 (24),3,270,0,,,82.67%,31.4,35.21,0,0,,,,,,,,,0,10,0,0,0,9/9,0,106/127,24/28,72/79,10/20,19/20,32/36,33/36,25%,2/8,8,172,11,10,5,0,0,0,0,0,0,0,0,8,0,1,1,0,0,9,2,3,3
JAKA BIJOL,Slovenia,Udinese,,,,,05/2/1999 (25),3,270,0,,,89%,30.3,28.4,1,0,,,,,,,,,0,16,3,0,0,27/31,0,89/100,6/7,68/72,15/21,4/4,22/23,42/42,0%,0/1,4,157,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,0
JAN OBLAK,Slovenia,Atlético de Madrid,Goalkeeper,,,,07/1/1993 (31),3,270,0,9,1,69.67%,22.8,15,0,0,1,0,0,2,4,1,3,5,0,0,0,0,0,1/1,11,53/77,3/3,21/21,29/53,0/0,14/14,20/20,0%,0/0,10,94,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERIK JANŽA,Slovenia,Górnik Zabrze,Defender,,,,21/6/1993 (31),3,269,1,,,78.34%,31,32.16,2,0,,,,,,,,,0,15,1,0,0,11/11,0,69/89,9/12,53/58,7/19,11/11,1/2,36/43,9.1%,1/11,4,138,8,6,3,0,1,0,0,0,0,0,0,1,0,0,4,3,0,3,2,3,4
ANDRAŽ ŠPORAR,Slovenia,Panathinaikos,Forward,,,,27/2/1994 (30),3,265,0,,,71.67%,32,29.29,0,0,,,,,,,,,0,3,2,0,0,4/4,0,33/46,13/21,19/23,1/2,20/20,6/14,6/9,20%,1/5,0,80,1,4,1,0,0,0,0,0,1,0,0,0,1,2,4,2,1,1,0,0,6
TIMI ELŠNIK,Slovenia,Olimpija Ljubljana,,,,,29/4/1998 (26),3,254,0,,,80.67%,31,31.32,0,0,,,,,,,,,0,17,3,0,0,3/3,0,77/96,15/19,54/64,8/13,14/15,23/23,23/27,75%,3/4,2,122,17,7,1,0,0,0,0,1,0,0,0,0,0,3,5,2,2,2,0,1,2
BENJAMIN ŠEŠKO,Slovenia,Leipzig,Forward,,,,31/5/2003 (21),3,240,0,,,66.34%,35.9,28.72,0,0,,,,,,,,,0,5,1,0,0,0/2,0,32/49,13/24,19/25,0/0,7/9,9/14,9/18,0%,0/0,0,75,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,4
PETAR STOJANOVIĆ,Slovenia,Sampdoria,Defender,,,,07/10/1995 (28),3,233,0,,,86%,31.2,28.45,1,0,,,,,,,,,0,9,2,0,0,3/4,0,68/79,23/27,40/45,5/7,16/18,25/26,10/12,0%,0/1,2,109,6,3,1,0,0,0,0,0,0,0,0,0,0,9,7,3,3,2,2,2,2
JAN MLAKAR,Slovenia,Pisa,Forward,,,,23/10/1998 (25),3,225,0,,,61%,32.3,28.46,0,0,,,,,,,,,0,3,0,0,0,6/7,0,28/46,4/10,23/30,1/6,15/18,3/4,6/12,50%,1/2,0,70,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,1
JON GORENC STANKOVIĆ,Slovenia,Sturm Graz,,,,,14/1/1996 (28),3,45,0,,,85.67%,28.4,7.18,0,0,,,,,,,,,0,2,2,0,0,2/2,0,7/10,4/4,2/4,1/2,0/0,5/5,1/1,0%,0/0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BENJAMIN VERBIČ,Slovenia,Panathinaikos,Midfielder,,,,27/11/1993 (30),2,37,0,,,41.5%,28.2,5.73,0,0,,,,,,,,,0,0,0,0,0,1/1,0,5/8,1/2,3/5,1/1,2/2,0/2,1/1,0%,0/1,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
ŽAN CELAR,Slovenia,Lugano,Forward,,,,14/3/1999 (25),2,19,0,,,50%,30.7,3.24,1,0,,,,,,,,,0,0,0,0,0,0/0,0,7/8,4/4,3/4,0/0,4/4,1/1,1/1,0%,0/0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
JOSIP ILIČIĆ,Slovenia,Maribor,Midfielder,,,,29/1/1988 (36),1,15,0,,,83%,29,2.32,0,0,,,,,,,,,0,1,0,0,0,0/0,0,5/6,2/2,3/4,0/0,1/1,2/2,1/1,0%,0/0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ŽAN VIPOTNIK,Slovenia,Bordeaux,Forward,,,,18/3/2002 (22),1,14,0,,,0%,29.5,2.23,1,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVID BREKALO,Slovenia,Orlando City FC,Defender,,,,03/12/1998 (25),2,2,0,,,50%,24.7,0.61,0,0,,,,,,,,,0,0,0,0,0,1/1,0,1/1,0/0,1/1,0/0,0/0,1/1,0/0,0%,0/0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JURE BALKOVEC,Slovenia,Alanyaspor,Defender,,,,09/9/1994 (29),1,1,0,,,0%,26.4,0.52,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JASMIN KURTIĆ,Slovenia,Südtirol,Midfielder,,,,10/1/1989 (35),1,1,0,,,0%,20.5,0.08,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRIAN ZELJKOVIĆ,Slovenia,Spartak Trnava,Midfielder,,,,19/8/2002 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NINO ŽUGELJ,Slovenia,Bodø/Glimt,,,,,23/4/2000 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDI LOVRIĆ,Slovenia,Udinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGOR VEKIĆ,Slovenia,VB,Goalkeeper,,,,06/5/1998 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMI HORVAT,Slovenia,Sturm Graz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIHA BLAŽIČ,Slovenia,Lech Poznań,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VID BELEC,Slovenia,APOEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBIN LE NORMAND,Spain,Real Sociedad,Defender,,,,11/11/1996 (27),3,225,0,,,93.34%,30.7,26.42,1,0,,,,,,,,,0,9,0,0,0,5/5,0,151/161,15/17,129/132,7/12,19/19,43/45,55/56,0%,0/0,0,183,11,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,5,2,4,3
DANI CARVAJAL,Spain,Real Madrid,Defender,,,,11/1/1992 (32),2,180,1,,,91.5%,32.1,21.53,1,0,,,,,,,,,0,12,0,0,0,2/3,0,102/112,22/26,71/75,9/11,27/29,45/50,3/3,0%,0/2,4,137,12,8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
MARC CUCURELLA,Spain,Chelsea,Defender,,,,22/7/1998 (25),2,180,0,,,88.5%,31.9,21.37,0,0,,,,,,,,,0,16,1,0,0,2/2,0,85/95,12/16,64/67,9/12,27/27,6/6,22/25,0%,0/3,1,132,9,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,4,1,3,4
 UNAI SIMÓN,Spain,Athletic Club,Goalkeeper,,,,11/6/1997 (27),2,180,0,6,2,74%,25.1,11.31,0,0,0,0,1,0,6,1,5,0,0,0,0,0,0,1/1,6,56/76,3/4,36/36,17/36,0/0,14/14,18/19,0%,0/0,4,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 FABIÁN RUIZ,Spain,Paris,Midfielder,,,,03/4/1996 (28),2,179,1,,,91.5%,30.7,23.74,0,0,,,,,,,,,0,8,1,0,0,0/0,0,122/133,26/29,84/89,12/15,24/25,32/33,39/41,0%,0/3,2,155,11,7,3,0,1,0,0,1,0,0,0,0,0,4,4,4,1,1,0,0,2
LAMINE YAMAL,Spain,Barcelona,Forward,,,,13/7/2007 (16),3,176,0,,,76.67%,31.6,19.21,0,0,,,,,,,,,0,6,0,0,0,0/0,0,46/58,14/21,31/35,1/2,25/27,15/23,3/4,40%,2/5,4,86,1,7,6,0,0,0,0,1,0,0,0,3,1,13,7,6,6,2,0,0,1
 RODRI,Spain,Man City,Midfielder,,,,22/6/1996 (28),2,176,0,,,93.5%,30.9,23.43,2,0,,,,,,,,,0,10,1,0,1,1/3,0,152/161,34/38,109/113,9/10,24/26,63/64,40/41,0%,0/0,5,176,10,5,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,3,1,3,4
ÁLVARO MORATA,Spain,Atlético de Madrid,Forward,,,,23/10/1992 (31),3,164,1,,,69.34%,31.9,19.32,0,0,,,,,,,,,0,1,0,0,0,1/1,0,20/29,6/10,13/18,1/1,6/6,3/4,9/13,100%,1/1,0,53,1,1,2,0,1,0,0,0,0,0,0,0,1,1,2,2,1,4,0,0,2
NICO WILLIAMS,Spain,Athletic Club,Forward,,,,12/7/2002 (21),2,145,0,,,87.5%,34.71,16.52,0,0,,,,,,,,,0,3,0,0,0,0/0,0,43/48,14/15,26/29,3/4,17/18,5/6,16/17,62.5%,5/8,1,76,1,7,5,0,0,0,0,0,1,0,0,4,1,10,8,5,6,3,0,1,1
AYMERIC LAPORTE,Spain,Al-Nassr,Defender,,,,27/5/1994 (30),2,135,0,,,92%,31.3,14.97,0,0,,,,,,,,,0,8,0,0,0,5/6,0,117/128,16/19,89/91,12/18,7/7,16/16,56/60,100%,1/1,4,144,14,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1
 PEDRI,Spain,Barcelona,Midfielder,,,,25/11/2002 (21),2,130,0,,,94.5%,31.6,18.96,0,0,,,,,,,,,0,5,0,0,0,0/0,0,51/55,20/22,27/28,4/5,19/20,9/9,11/11,0%,0/0,0,74,7,3,2,0,0,0,0,1,1,0,0,0,0,5,6,7,2,2,0,0,3
DANI OLMO,Spain,Leipzig,Forward,,,,07/5/1998 (26),2,115,0,,,80.5%,30.5,13.84,0,0,,,,,,,,,0,2,0,0,0,1/1,0,38/47,8/12,25/28,5/7,15/15,9/13,10/11,100%,1/1,0,69,6,0,3,0,0,0,0,1,0,0,0,0,0,8,6,5,2,0,0,0,1
MIKEL MERINO,Spain,Real Sociedad,Midfielder,,,,22/6/1996 (28),3,114,0,,,54.67%,31.4,16.77,0,0,,,,,,,,,0,6,1,0,0,1/1,0,63/72,13/17,48/52,2/3,11/11,19/19,19/23,0%,0/2,0,92,7,2,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,7,0,1,0
MIKEL OYARZABAL,Spain,Real Sociedad,Forward,,,,21/4/1997 (27),3,97,0,,,65.34%,32,12.3,0,0,,,,,,,,,0,0,0,0,0,0/0,0,28/29,9/9,18/19,1/1,9/9,2/2,11/12,0%,0/1,0,41,1,3,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0,2
